element_type,element_index,from_bus,to_bus,r_pu,x_pu,g,beta,x_was_negative
trafo,79,110,148,0.001,0.0402,0.618413892049671,24.860238460396776,False
trafo,80,119,152,0.0024000000000000002,0.0603,0.659005725112237,16.557518843444953,False
trafo,81,120,153,0.0024051991200000006,0.04985381559,0.9654828159348723,20.012065471290803,False
trafo,82,121,122,0.0,0.08329999999999999,0.0,12.004801920768308,False
trafo,83,121,126,0.0012999999999999997,0.03710000000000001,0.9433277701182782,26.92112328568318,False
trafo,84,123,158,0.0005,0.0182,1.5083411264291533,54.903617002021186,False
trafo,85,129,148,0.001,0.03920000000000001,0.6503472854504302,25.49361358965687,False
trafo,86,131,161,0.0026999999999999997,0.06389999999999998,0.6600660066006604,15.621562156215626,False
trafo,87,133,134,0.0007999999999999999,0.0256,1.2195121951219512,39.02439024390244,False
trafo,88,137,95,0.0,0.016,0.0,62.50000000000001,False
trafo,89,138,102,0.0012000000000000001,0.0396,0.764525993883792,25.229357798165136,False
trafo,90,141,115,0.0013014227199999997,0.038420988397499994,0.8806093891439934,25.997612154051634,False
trafo,91,142,133,0.0009003430349999999,0.023104395599999994,1.6840686487704601,43.21618179536443,False
trafo,92,160,117,0.00030000000000000003,0.013100000000000002,1.7472335468840998,76.29586488060569,False
trafo,93,188,167,0.0,0.252,0.0,3.968253968253968,False
trafo,94,174,171,0.0,0.23700000000000002,0.0,4.219409282700421,False
trafo,95,173,190,0.0007999999999999999,0.0366,0.5969258319653782,27.309356812416056,False
trafo,96,178,226,0.0,0.22,0.0,4.545454545454546,False
trafo,97,56,179,0.0,0.098,0.0,10.20408163265306,False
trafo,98,189,180,0.0,0.128,0.0,7.812500000000001,False
trafo,99,245,182,0.020024479999999997,0.20412364799999996,0.47600895959559464,4.852295056517691,False
trafo,100,176,187,0.026,0.21100000000000002,0.5752594198730002,4.668451445892425,False
trafo,101,190,189,0.0029999999999999996,0.012200000000000003,19.006588950836278,77.29346173340089,False
trafo,102,197,196,0.0010001769999999999,0.035403130399999996,0.7973464248284807,28.2235638813695,False
trafo,103,202,201,0.0012042588,0.019534471709999997,3.143902697203332,50.99774093202489,False
trafo,104,207,208,0.001,0.03320000000000001,0.9064210869801672,30.09318008774156,False
trafo,105,212,214,0.0005,0.015999999999999997,1.951219512195123,62.43902439024392,False
trafo,106,216,217,0.0005,0.015999999999999997,1.951219512195123,62.43902439024392,False
trafo,107,97,242,0.001,0.022999999999999996,1.8867924528301891,43.39622641509434,False
trafo,108,98,243,0.0,0.023,0.0,43.47826086956522,False
trafo,109,1,247,0.001,0.0146,4.669406051550243,68.17332835263355,False
trafo,110,2,248,0.0,0.010540000000000002,0.0,94.87666034155596,False
trafo,111,52,259,0.0,0.023800000000000005,0.0,42.01680672268907,False
trafo,112,53,260,0.0,0.03214,0.0,31.113876789047914,False
trafo,113,144,264,0.0,0.015400000000000002,0.0,64.93506493506493,False
trafo,114,22,253,0.0,0.0289,0.0,34.602076124567475,False
trafo,115,0,246,0.0,0.01953,0.0,51.20327700972862,False
trafo,116,108,262,0.0,0.019299999999999998,0.0,51.81347150259068,False
trafo,117,10,249,0.0,0.01923,0.0,52.00208008320333,False
trafo,118,21,252,0.0,0.023,0.0,43.47826086956522,False
trafo,119,42,256,0.0,0.012400000000000001,0.0,80.64516129032256,False
trafo,120,117,263,0.0,0.016700000000000003,0.0,59.88023952095807,False
trafo,121,11,250,0.0,0.0312,0.0,32.05128205128205,False
trafo,122,16,251,0.0,0.01654,0.0,60.45949214026603,False
trafo,123,32,254,0.0,0.03159,0.0,31.65558721114277,False
trafo,124,48,258,0.0,0.05346999999999999,0.0,18.702075930428283,False
trafo,125,37,255,0.0,0.18181000000000003,0.0,5.500247511138,False
trafo,126,47,257,0.0,0.19607000000000002,0.0,5.100219309430305,False
trafo,127,58,261,0.0,0.06895999999999998,0.0,14.501160092807428,False
